cgpa,backlogs,certifications,internship,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
8.08,4,6,1,8,10,6,7,1,1,CIVIL,1,Tier 2,77.16
8.18,3,2,2,7,9,2,2,1,5,ECE,0,Not Eligible,64.36
5.23,0,9,0,9,6,2,2,0,1,ISE,0,Not Eligible,63.96
6.87,3,7,1,6,5,0,2,1,4,ISE,0,Not Eligible,56.24000000000001
8.13,4,7,2,1,0,7,1,0,8,CSE,0,Not Eligible,55.260000000000005
7.52,3,5,2,10,9,0,1,0,8,AI&DS,0,Not Eligible,69.53999999999999
9.28,2,3,1,5,1,10,2,0,2,MECH,0,Not Eligible,55.56
8.29,1,4,0,3,10,1,3,1,3,AI&DS,0,Not Eligible,59.58
5.81,1,1,0,4,6,10,0,1,3,AI&DS,0,Not Eligible,51.62
5.35,4,5,0,4,2,6,5,1,1,CIVIL,0,Not Eligible,42.7
8.21,1,2,2,3,1,0,1,1,3,ECE,0,Not Eligible,45.42
5.13,1,5,1,3,5,3,2,0,8,CSE,0,Not Eligible,55.76
7.93,0,4,1,3,7,8,4,1,6,MECH,0,Not Eligible,74.86
9.7,4,1,2,10,7,7,1,0,5,CSE,0,Not Eligible,67.4
7.88,4,4,1,1,10,10,0,0,10,CSE,0,Not Eligible,63.25999999999999
6.94,1,4,1,0,1,7,1,1,9,ISE,0,Not Eligible,54.88
8.22,1,8,0,1,5,2,0,1,7,AI&DS,0,Not Eligible,56.44
7.29,1,7,1,6,4,4,0,1,6,ECE,0,Not Eligible,64.58
7.73,2,6,1,0,6,3,1,0,5,ECE,0,Not Eligible,50.96
9.71,3,2,2,5,3,10,0,1,5,ECE,0,Not Eligible,63.42
6.93,2,9,2,3,1,7,7,0,10,ECE,1,Tier 2,80.36
9.81,4,3,0,1,9,10,1,0,9,CIVIL,0,Not Eligible,56.620000000000005
9.53,0,5,2,2,2,6,1,1,10,CIVIL,0,Not Eligible,71.06
5.98,3,2,0,6,8,6,3,1,6,ECE,0,Not Eligible,55.96000000000001
5.35,0,8,0,5,9,9,4,1,4,MECH,1,Tier 3,78.2
5.5,4,7,1,5,7,9,7,0,4,CIVIL,0,Not Eligible,69.5
5.09,4,5,0,7,8,6,5,0,4,CIVIL,0,Not Eligible,55.68000000000001
5.47,0,3,1,7,4,0,7,1,6,MECH,0,Not Eligible,63.44
8.42,0,6,0,5,4,6,0,1,1,ECE,0,Not Eligible,59.34
5.36,0,2,2,0,6,3,7,0,9,CSE,0,Not Eligible,66.22
6.59,4,9,2,9,6,2,1,1,2,CIVIL,0,Not Eligible,63.68000000000001
9.22,1,7,2,6,0,4,0,1,2,CSE,0,Not Eligible,64.44
5.12,0,0,0,7,4,1,1,0,5,CSE,0,Not Eligible,40.24
9.07,3,2,0,4,7,7,5,0,4,MECH,0,Not Eligible,56.14
6.41,4,4,1,10,6,8,6,1,3,ECE,0,Not Eligible,71.82
5.59,2,4,1,3,10,4,1,0,5,AI&DS,0,Not Eligible,55.68
8.48,2,9,1,6,1,2,1,1,7,CSE,0,Not Eligible,64.46000000000001
8.14,3,1,1,10,7,9,4,0,10,ECE,1,Tier 2,75.28
9.39,1,9,0,5,1,6,0,0,2,ISE,0,Not Eligible,58.78
8.68,0,7,0,5,9,0,4,0,6,AI&DS,0,Not Eligible,71.36
9.02,4,4,1,2,0,9,7,0,4,AI&DS,0,Not Eligible,58.53999999999999
6.41,0,6,0,10,10,2,7,1,2,AI&DS,1,Tier 2,81.82
5.89,4,6,0,9,10,8,4,0,1,ECE,0,Not Eligible,65.28
8.75,2,4,0,3,10,1,7,1,8,MECH,0,Not Eligible,67.5
9.03,0,7,0,4,2,10,6,0,5,MECH,1,Tier 2,75.06
9.95,3,8,1,8,2,8,7,1,10,ISE,1,Tier 1,90.9
7.06,1,3,1,7,5,10,6,0,2,MECH,0,Not Eligible,71.12
6.86,3,3,0,2,2,0,4,0,8,ECE,0,Not Eligible,36.72
8.88,1,7,2,5,6,3,4,1,3,AI&DS,1,Tier 2,78.76
6.7,0,0,1,9,7,9,3,0,7,ECE,0,Not Eligible,72.9
9.65,0,3,1,0,2,5,0,1,2,AI&DS,0,Not Eligible,50.8
9.29,1,5,2,2,8,6,0,1,7,ECE,0,Not Eligible,73.58
7.14,2,3,1,9,0,2,1,0,4,MECH,0,Not Eligible,43.78
8.75,4,5,2,6,2,8,0,0,10,ECE,0,Not Eligible,63.5
8.77,3,4,2,6,2,3,5,1,1,CIVIL,0,Not Eligible,59.03999999999999
5.52,3,8,0,1,6,4,4,0,5,AI&DS,0,Not Eligible,52.54
9.51,3,9,1,2,10,7,2,0,4,AI&DS,0,Not Eligible,74.52
7.53,0,8,2,6,10,2,6,1,8,ISE,1,Tier 2,95.0
9.13,3,3,0,5,4,7,0,0,1,CIVIL,0,Not Eligible,42.260000000000005
6.6,4,3,1,6,3,10,6,0,2,ECE,0,Not Eligible,58.7
9.48,4,7,0,9,1,0,6,0,5,MECH,0,Not Eligible,54.96000000000001
6.95,1,9,0,8,6,7,2,0,10,ISE,1,Tier 2,79.4
5.05,0,3,2,7,2,10,7,0,10,CIVIL,1,Tier 3,80.6
9.53,4,1,1,5,6,10,6,1,2,ECE,0,Not Eligible,66.56
5.46,2,1,0,3,9,9,5,0,1,MECH,0,Not Eligible,51.42
6.6,0,0,2,9,6,7,3,0,6,ECE,0,Not Eligible,72.2
9.75,0,4,2,8,10,5,1,1,10,AI&DS,1,Tier 1,92.0
9.75,4,5,0,6,1,4,1,0,4,CIVIL,0,Not Eligible,42.0
7.87,2,8,0,4,6,8,1,1,5,CIVIL,0,Not Eligible,64.74000000000001
8.16,1,4,2,1,5,5,3,1,3,ISE,0,Not Eligible,64.82
7.24,4,5,0,8,9,0,4,0,10,MECH,0,Not Eligible,57.980000000000004
6.47,2,5,0,6,3,5,6,0,6,CSE,0,Not Eligible,60.94
6.64,0,2,1,8,10,0,2,1,4,ECE,0,Not Eligible,64.28
8.36,2,3,2,10,4,5,0,0,6,MECH,0,Not Eligible,63.22
8.76,0,0,0,8,7,2,4,1,5,CSE,0,Not Eligible,64.02
8.96,4,3,2,9,4,5,1,0,2,MECH,0,Not Eligible,54.92
8.95,4,0,1,4,2,5,7,0,4,ECE,0,Not Eligible,49.4
5.46,3,4,2,6,1,0,1,1,2,ECE,0,Not Eligible,41.42
7.47,3,7,2,4,5,8,6,1,5,ISE,1,Tier 2,80.44
5.29,3,7,2,2,5,7,4,1,3,CIVIL,0,Not Eligible,62.58
7.75,4,4,1,9,6,1,2,1,6,CIVIL,0,Not Eligible,55.5
7.21,1,9,1,7,7,1,4,1,5,CIVIL,0,Not Eligible,74.92
9.44,4,1,2,7,3,4,3,1,2,ISE,0,Not Eligible,55.879999999999995
6.75,2,5,2,8,7,9,1,1,10,CIVIL,1,Tier 2,80.5
5.59,4,0,1,10,0,1,2,1,8,MECH,0,Not Eligible,37.68
5.71,4,6,0,5,5,10,7,1,6,CIVIL,0,Not Eligible,66.42
8.81,0,3,1,1,5,0,6,1,9,CIVIL,0,Not Eligible,63.620000000000005
8.09,0,4,2,2,2,1,0,0,3,AI&DS,0,Not Eligible,49.68
5.51,0,5,0,10,8,4,6,0,4,ECE,0,Not Eligible,74.02
5.42,4,0,0,9,4,10,7,1,8,ISE,0,Not Eligible,63.34
8.5,1,8,0,10,0,9,7,0,7,ISE,1,Tier 2,84.5
5.36,2,9,1,5,6,6,1,1,8,CIVIL,0,Not Eligible,68.22
9.11,2,3,1,0,9,4,6,0,9,AI&DS,0,Not Eligible,68.72
8.53,1,7,1,1,2,0,4,0,8,CSE,0,Not Eligible,58.56
5.41,1,4,1,7,9,6,2,0,8,ECE,0,Not Eligible,69.82
5.42,2,7,2,10,9,5,1,0,6,CIVIL,0,Not Eligible,74.84
9.93,3,0,0,7,10,6,0,0,2,CSE,0,Not Eligible,52.36
6.87,0,7,2,5,3,1,0,1,7,MECH,0,Not Eligible,63.24
6.85,0,3,1,2,5,4,5,0,4,AI&DS,0,Not Eligible,60.2
9.06,2,1,1,1,7,7,4,0,3,AI&DS,0,Not Eligible,57.620000000000005
9.74,1,5,2,5,3,6,3,1,4,ECE,0,Not Eligible,74.48
9.93,3,1,0,0,8,5,7,0,4,AI&DS,0,Not Eligible,55.36
8.77,2,4,0,9,7,5,4,0,3,ISE,0,Not Eligible,67.03999999999999
6.88,0,1,1,5,9,0,2,0,9,CSE,0,Not Eligible,59.76
5.42,4,2,1,8,9,0,4,0,3,CIVIL,0,Not Eligible,46.34
8.89,1,5,1,6,5,6,2,0,2,CSE,0,Not Eligible,66.28
7.79,4,0,1,8,6,2,5,0,1,ISE,0,Not Eligible,48.58
7.12,2,5,0,1,7,5,7,0,1,MECH,0,Not Eligible,54.74
9.53,0,2,2,10,1,4,7,1,5,CSE,1,Tier 2,82.56
5.56,3,6,0,4,4,2,5,1,5,CIVIL,0,Not Eligible,49.12
7.46,4,1,2,8,6,5,5,1,9,CSE,0,Not Eligible,70.42
5.06,3,5,1,6,7,2,3,0,4,AI&DS,0,Not Eligible,53.62
7.34,0,7,1,8,4,7,5,0,5,MECH,1,Tier 2,79.18
5.28,4,0,2,10,2,6,4,1,6,CSE,0,Not Eligible,57.56
5.59,3,8,1,5,5,8,0,1,10,MECH,0,Not Eligible,65.18
5.59,3,4,0,6,4,4,2,1,7,MECH,0,Not Eligible,47.18
8.25,4,4,1,9,7,0,6,0,9,ECE,0,Not Eligible,66.5
8.73,0,4,1,4,8,10,2,1,6,ECE,1,Tier 2,80.46000000000001
7.92,3,5,1,5,8,9,0,0,1,CIVIL,0,Not Eligible,57.84
9.81,2,1,1,0,5,10,7,1,8,CIVIL,0,Not Eligible,70.12
6.87,4,5,0,0,3,7,6,1,2,CIVIL,0,Not Eligible,45.74
6.43,1,3,2,1,3,1,4,0,9,MECH,0,Not Eligible,52.36
9.34,1,7,1,10,8,5,3,0,7,MECH,1,Tier 2,84.18
6.12,0,8,1,3,3,0,1,0,7,ECE,0,Not Eligible,55.24
9.82,2,8,0,10,7,5,4,0,10,AI&DS,1,Tier 1,85.64
5.06,3,7,0,8,8,3,5,0,10,MECH,0,Not Eligible,65.62
9.85,1,2,0,6,4,4,6,0,5,ECE,0,Not Eligible,62.7
5.22,0,9,1,5,5,9,7,1,8,CSE,1,Tier 3,91.94
9.46,2,3,2,0,2,6,4,0,10,CIVIL,0,Not Eligible,60.92
7.64,2,0,0,4,4,5,2,0,1,CIVIL,0,Not Eligible,35.78
9.96,0,8,0,10,4,0,2,0,3,ISE,0,Not Eligible,68.92
5.37,0,4,0,3,1,8,3,1,9,AI&DS,0,Not Eligible,59.74
7.77,3,5,2,4,9,5,5,1,1,ECE,0,Not Eligible,71.53999999999999
9.85,0,2,1,10,5,5,6,0,8,ISE,1,Tier 2,83.7
7.62,3,9,1,8,8,8,3,0,6,CIVIL,1,Tier 2,79.24000000000001
8.15,3,7,1,2,10,9,3,0,10,ISE,1,Tier 2,78.8
8.48,4,6,0,3,6,4,0,0,5,CSE,0,Not Eligible,46.46
7.27,2,0,1,7,7,10,6,0,6,ISE,0,Not Eligible,72.53999999999999
8.14,2,9,0,2,1,5,1,0,5,CSE,0,Not Eligible,52.28
7.92,2,4,2,2,10,5,1,1,9,CIVIL,0,Not Eligible,69.34
9.51,4,9,2,8,8,6,6,0,2,MECH,1,Tier 2,84.02
5.23,3,8,1,4,2,8,5,0,10,ECE,0,Not Eligible,67.46000000000001
6.4,3,5,0,9,9,4,3,0,6,ISE,0,Not Eligible,63.8
9.75,0,7,0,0,4,4,7,0,4,AI&DS,0,Not Eligible,68.5
9.45,4,9,1,6,6,3,2,1,3,CSE,0,Not Eligible,67.4
7.28,0,0,2,6,3,9,1,0,5,AI&DS,0,Not Eligible,63.56
8.1,4,9,2,5,6,3,7,1,2,CIVIL,0,Not Eligible,74.2
6.39,0,6,2,5,7,7,6,0,3,AI&DS,1,Tier 2,83.28
5.94,1,2,2,2,9,1,7,0,7,AI&DS,0,Not Eligible,66.88
7.32,2,8,2,2,9,9,6,0,1,CIVIL,1,Tier 2,79.64
6.77,2,5,1,9,3,7,4,1,2,MECH,0,Not Eligible,66.03999999999999
7.92,3,4,1,10,4,1,0,1,3,AI&DS,0,Not Eligible,53.34
5.39,1,7,1,8,10,0,2,0,10,AI&DS,0,Not Eligible,72.78
9.87,2,7,2,0,2,9,0,0,7,AI&DS,0,Not Eligible,66.24
9.93,3,2,2,6,4,8,4,0,4,CIVIL,0,Not Eligible,65.86
8.49,1,1,1,10,7,10,1,0,8,AI&DS,1,Tier 2,76.48
7.68,2,1,1,9,2,7,0,0,8,CIVIL,0,Not Eligible,53.36
6.55,0,4,2,6,4,5,5,0,1,MECH,0,Not Eligible,66.6
9.07,4,9,0,7,9,3,0,0,5,CIVIL,0,Not Eligible,59.64
8.42,1,6,1,5,0,1,0,1,1,AI&DS,0,Not Eligible,48.84
5.81,3,7,2,7,1,7,7,1,7,CSE,1,Tier 3,78.12
9.55,1,9,2,0,2,2,6,0,4,AI&DS,0,Not Eligible,71.1
9.11,3,7,1,0,0,9,4,0,8,ISE,0,Not Eligible,62.72
9.75,1,7,0,8,10,3,6,0,8,ISE,1,Tier 1,87.0
8.63,3,9,2,3,10,4,2,0,9,CSE,1,Tier 2,79.76
8.07,2,2,1,2,8,3,7,0,6,ISE,0,Not Eligible,63.64
7.09,0,1,2,5,8,10,6,0,7,AI&DS,1,Tier 2,84.68
9.66,2,3,2,9,4,7,2,1,7,CIVIL,1,Tier 2,75.32
9.33,0,0,2,8,3,8,4,1,5,AI&DS,1,Tier 2,78.16
5.23,2,2,2,9,4,0,7,1,7,ISE,0,Not Eligible,66.96000000000001
5.13,2,8,0,10,3,1,6,0,9,ISE,0,Not Eligible,67.25999999999999
6.88,1,6,1,3,4,3,0,1,4,CIVIL,0,Not Eligible,51.76
9.05,4,6,1,8,6,0,7,0,2,ISE,0,Not Eligible,65.1
9.94,3,0,1,4,10,10,0,1,8,CIVIL,0,Not Eligible,64.88
5.75,3,6,1,6,7,5,3,0,7,MECH,0,Not Eligible,61.5
7.97,3,9,1,2,1,4,7,1,6,AI&DS,0,Not Eligible,68.44
6.9,0,6,0,2,3,6,5,0,7,MECH,0,Not Eligible,61.3
9.85,3,3,2,2,7,5,1,1,3,ISE,0,Not Eligible,60.7
9.21,3,6,2,7,6,2,1,1,6,MECH,0,Not Eligible,66.92
9.19,1,7,1,5,8,4,2,1,10,ISE,1,Tier 2,81.88
7.34,2,2,2,8,4,2,4,0,7,MECH,0,Not Eligible,60.68000000000001
7.07,3,9,2,8,5,8,7,0,7,ISE,1,Tier 2,90.64
6.37,4,1,2,7,10,1,0,0,5,ECE,0,Not Eligible,48.74
5.28,3,6,1,0,7,5,6,0,3,AI&DS,0,Not Eligible,56.56
9.32,0,4,1,5,10,8,5,0,2,CSE,1,Tier 2,83.14
9.06,0,4,0,3,4,9,1,1,7,AI&DS,0,Not Eligible,67.12
10.0,0,4,1,3,8,6,4,0,4,MECH,0,Not Eligible,72.5
9.98,3,6,0,2,3,4,4,0,2,CIVIL,0,Not Eligible,48.46
7.78,1,8,1,8,7,1,7,0,8,CSE,1,Tier 2,84.56
8.84,4,7,2,1,2,1,0,1,2,ISE,0,Not Eligible,45.68
9.72,3,5,0,0,4,3,7,1,6,CSE,0,Not Eligible,58.94
9.25,1,6,0,9,7,9,7,1,4,CIVIL,1,Tier 1,88.0
6.24,1,8,0,2,9,1,5,0,9,CIVIL,0,Not Eligible,64.48
7.25,3,5,1,3,6,7,4,0,5,AI&DS,0,Not Eligible,62.5
5.65,3,0,0,3,0,9,1,1,4,ISE,0,Not Eligible,34.3
9.77,1,3,1,5,3,6,3,0,8,AI&DS,0,Not Eligible,67.53999999999999
8.03,1,7,0,0,1,6,1,0,3,MECH,0,Not Eligible,44.56
6.14,1,6,1,0,1,2,5,0,9,MECH,0,Not Eligible,51.78
8.36,3,2,0,1,6,6,3,0,8,ECE,0,Not Eligible,49.22
8.09,1,9,2,3,2,7,6,0,8,AI&DS,1,Tier 2,84.18
6.79,0,2,2,6,2,4,6,1,10,CIVIL,0,Not Eligible,72.58
5.57,3,2,0,5,5,0,4,1,5,ECE,0,Not Eligible,41.14
8.36,0,0,1,10,5,0,1,1,1,CIVIL,0,Not Eligible,52.22
7.6,2,9,1,8,0,10,0,0,10,ECE,0,Not Eligible,73.2
8.86,3,0,1,6,0,3,5,1,9,AI&DS,0,Not Eligible,54.22
7.6,2,5,2,4,10,1,4,0,2,MECH,0,Not Eligible,63.7
9.26,1,0,2,5,5,6,0,1,1,CIVIL,0,Not Eligible,55.519999999999996
7.76,1,4,2,9,6,2,3,0,6,AI&DS,0,Not Eligible,73.02
7.8,4,3,1,8,8,3,6,0,1,AI&DS,0,Not Eligible,61.099999999999994
9.38,1,4,1,0,3,8,2,1,10,MECH,0,Not Eligible,64.26
7.02,2,6,1,10,9,1,2,1,10,CSE,1,Tier 2,77.03999999999999
5.67,1,5,0,8,5,7,3,1,10,MECH,0,Not Eligible,69.34
5.14,3,8,0,5,2,0,2,0,7,CIVIL,0,Not Eligible,40.78
8.78,1,5,0,3,10,2,7,1,7,CSE,1,Tier 2,76.06
8.1,4,8,2,4,3,3,5,1,1,ECE,0,Not Eligible,63.2
8.52,1,3,2,0,8,5,7,1,10,ISE,1,Tier 2,81.53999999999999
6.06,2,0,1,6,0,0,4,1,5,CIVIL,0,Not Eligible,38.12
5.68,2,0,0,7,4,7,4,0,3,ISE,0,Not Eligible,48.36
5.07,1,9,1,10,10,1,5,0,2,ISE,1,Tier 3,78.64
6.75,2,6,0,4,6,4,1,0,5,CSE,0,Not Eligible,52.5
7.95,2,2,0,1,2,5,4,1,5,ECE,0,Not Eligible,45.9
6.96,4,1,1,7,1,7,6,1,2,MECH,0,Not Eligible,50.42
7.19,3,5,1,9,10,2,2,1,6,CSE,0,Not Eligible,69.88
9.52,4,5,0,6,1,8,6,0,7,ECE,0,Not Eligible,62.53999999999999
6.74,0,6,0,9,0,4,5,1,1,MECH,0,Not Eligible,60.980000000000004
7.57,4,4,2,8,4,7,0,0,3,MECH,0,Not Eligible,54.64
8.92,1,7,1,3,2,3,7,1,4,ECE,0,Not Eligible,70.84
6.98,3,6,1,10,10,8,1,0,2,MECH,0,Not Eligible,69.96000000000001
8.11,1,1,1,8,6,7,0,0,10,CIVIL,0,Not Eligible,63.72
9.31,0,0,1,3,0,4,6,1,5,CIVIL,0,Not Eligible,56.120000000000005
9.75,3,8,0,2,8,2,2,1,4,CSE,0,Not Eligible,60.5
5.74,2,4,2,10,1,0,6,0,2,MECH,0,Not Eligible,55.980000000000004
9.63,4,4,1,2,7,4,0,0,1,MECH,0,Not Eligible,42.760000000000005
7.46,1,9,0,9,9,4,2,1,8,ECE,1,Tier 2,81.92
6.29,0,3,0,1,3,3,4,0,2,CIVIL,0,Not Eligible,41.08
7.3,2,1,0,9,5,9,1,1,4,ISE,0,Not Eligible,59.099999999999994
9.9,4,4,0,2,8,9,3,1,10,CSE,0,Not Eligible,68.3
7.46,2,1,0,7,6,7,2,0,5,AI&DS,0,Not Eligible,54.92
6.64,4,6,1,10,7,2,5,0,2,CIVIL,0,Not Eligible,60.78
8.17,3,8,1,7,6,9,5,1,10,ECE,1,Tier 1,88.34
6.2,2,8,2,1,1,8,4,0,9,CSE,0,Not Eligible,69.4
5.38,2,5,1,10,8,2,5,0,2,ISE,0,Not Eligible,66.75999999999999
5.64,2,0,0,1,0,3,0,1,6,AI&DS,0,Not Eligible,25.28
5.64,3,5,2,1,1,5,4,0,7,CSE,0,Not Eligible,52.78
5.76,0,4,0,9,2,8,5,0,6,CIVIL,0,Not Eligible,66.02
5.69,4,3,0,6,2,9,0,0,4,ISE,0,Not Eligible,39.88
8.2,2,5,1,5,9,1,0,0,1,AI&DS,0,Not Eligible,53.9
5.91,3,5,0,10,3,1,0,1,2,ECE,0,Not Eligible,42.82
6.73,0,5,1,0,4,1,5,0,10,CSE,0,Not Eligible,60.96
9.48,4,1,0,1,5,4,7,0,10,CIVIL,0,Not Eligible,49.96
7.37,3,6,2,0,0,5,0,0,6,ECE,0,Not Eligible,45.24
8.34,4,3,0,10,7,2,6,0,8,ISE,0,Not Eligible,64.18
5.86,2,8,1,6,5,2,1,1,3,CSE,0,Not Eligible,59.22
5.96,0,9,0,5,9,1,5,1,7,MECH,0,Not Eligible,74.42
5.2,3,1,1,1,8,10,0,1,9,CIVIL,0,Not Eligible,50.9
5.84,0,4,1,1,4,5,1,0,4,CIVIL,0,Not Eligible,47.68
6.39,2,3,2,1,6,0,6,1,7,MECH,0,Not Eligible,57.28
5.89,0,8,1,7,10,8,3,1,7,ECE,1,Tier 3,90.28
5.44,0,3,2,6,3,10,1,0,10,CIVIL,0,Not Eligible,69.38
5.6,1,7,2,0,5,9,5,0,9,ECE,1,Tier 3,76.2
7.3,0,7,0,3,5,3,5,1,3,ISE,0,Not Eligible,66.1
6.03,4,5,2,10,3,1,0,1,1,MECH,0,Not Eligible,47.06
6.82,3,5,1,3,5,5,6,0,8,ECE,0,Not Eligible,63.14
7.52,1,7,1,6,7,4,7,0,4,ISE,1,Tier 2,79.53999999999999
8.45,3,9,2,1,10,2,6,0,2,CSE,0,Not Eligible,74.4
5.2,3,8,0,3,4,2,6,1,5,CIVIL,0,Not Eligible,52.9
9.0,2,4,2,0,1,4,5,0,4,MECH,0,Not Eligible,53.5
8.14,2,0,2,10,8,3,3,1,1,CSE,0,Not Eligible,66.78
5.41,1,0,1,10,10,4,6,1,7,CSE,1,Tier 3,75.82
9.37,2,1,0,3,3,1,7,1,4,CSE,0,Not Eligible,51.239999999999995
9.6,2,9,0,10,3,10,4,0,8,ECE,1,Tier 1,85.7
5.31,2,9,0,0,10,0,1,1,9,CIVIL,0,Not Eligible,53.62
6.38,3,4,0,1,6,4,4,1,8,MECH,0,Not Eligible,49.26
9.03,1,3,1,1,9,10,3,1,1,AI&DS,0,Not Eligible,71.06
8.74,3,0,0,9,9,0,1,1,8,AI&DS,0,Not Eligible,53.480000000000004
5.92,4,3,0,2,5,2,0,0,5,CIVIL,0,Not Eligible,26.340000000000003
6.05,3,3,0,7,3,7,1,1,1,CIVIL,0,Not Eligible,42.6
6.85,4,9,1,10,5,10,0,0,9,CIVIL,0,Not Eligible,73.2
7.42,0,3,1,5,2,7,2,0,9,ISE,0,Not Eligible,64.84
8.09,0,0,0,5,6,8,1,1,7,ISE,0,Not Eligible,61.68
6.84,4,8,1,8,5,0,7,1,7,ISE,0,Not Eligible,71.18
7.31,4,2,2,7,2,3,1,0,1,ISE,0,Not Eligible,42.62
8.74,3,3,0,1,0,5,7,0,9,CIVIL,0,Not Eligible,48.480000000000004
5.18,4,4,1,5,9,6,4,0,1,CIVIL,0,Not Eligible,52.36
6.26,1,6,0,0,4,4,4,0,7,AI&DS,0,Not Eligible,53.519999999999996
8.57,0,5,0,8,9,6,3,1,9,MECH,1,Tier 2,81.64
9.48,0,4,1,3,1,10,0,1,9,AI&DS,0,Not Eligible,69.96000000000001
7.56,4,7,2,3,6,9,5,1,5,AI&DS,1,Tier 2,77.12
7.66,2,0,0,8,6,7,4,1,6,MECH,0,Not Eligible,59.81999999999999
5.54,2,6,2,2,3,9,7,0,2,MECH,0,Not Eligible,66.08
7.24,4,5,1,4,5,5,7,0,2,AI&DS,0,Not Eligible,59.480000000000004
7.66,1,4,0,0,0,10,6,1,10,AI&DS,0,Not Eligible,65.32
6.21,2,6,1,5,1,3,3,1,9,AI&DS,0,Not Eligible,59.92
6.35,4,2,1,2,5,0,0,1,1,MECH,0,Not Eligible,26.200000000000003
6.89,1,0,1,0,1,10,7,0,10,MECH,0,Not Eligible,58.28
5.1,1,8,1,9,10,4,0,1,5,ISE,1,Tier 3,75.7
6.61,3,1,0,5,3,9,0,0,7,CIVIL,0,Not Eligible,40.72
6.06,1,9,2,9,3,9,2,0,10,MECH,1,Tier 2,84.62
6.64,2,2,2,1,9,9,0,0,6,ECE,0,Not Eligible,59.78
5.6,2,7,0,7,8,3,7,0,6,MECH,0,Not Eligible,68.2
9.45,4,9,0,10,9,4,7,1,6,MECH,1,Tier 2,84.4
7.97,4,8,2,1,6,3,3,0,8,CIVIL,0,Not Eligible,60.94
8.4,1,2,2,3,6,8,0,0,7,AI&DS,0,Not Eligible,65.3
8.95,0,5,0,2,10,2,7,1,5,ISE,1,Tier 2,75.9
7.49,3,6,1,8,0,2,5,1,10,CSE,0,Not Eligible,65.98
5.43,0,0,0,1,10,9,5,0,2,AI&DS,0,Not Eligible,57.86
7.69,1,6,2,2,4,6,7,1,10,AI&DS,1,Tier 2,84.38
7.93,1,3,1,6,2,1,0,1,6,CIVIL,0,Not Eligible,48.36
8.73,0,4,2,3,2,8,3,0,10,ISE,1,Tier 2,75.96000000000001
7.16,3,7,1,5,5,7,1,1,5,ECE,0,Not Eligible,63.81999999999999
5.64,0,3,2,2,3,5,0,0,4,CSE,0,Not Eligible,51.28
6.42,4,3,1,0,7,8,3,0,10,ISE,0,Not Eligible,55.34
6.82,2,7,0,10,3,10,4,1,5,AI&DS,1,Tier 2,77.14
8.23,4,4,0,5,7,2,3,1,9,ISE,0,Not Eligible,56.46000000000001
7.85,2,5,1,3,3,3,2,1,2,CIVIL,0,Not Eligible,49.2
6.78,1,4,1,1,2,6,4,0,6,ISE,0,Not Eligible,56.06
9.93,3,0,0,6,4,0,5,1,9,MECH,0,Not Eligible,49.86
8.03,0,6,0,9,4,0,5,0,10,ISE,0,Not Eligible,72.56
6.19,3,5,1,4,9,0,1,1,5,CSE,0,Not Eligible,52.88
5.51,0,1,1,5,9,7,1,0,6,ISE,0,Not Eligible,62.519999999999996
5.76,4,6,0,5,0,5,3,1,10,ECE,0,Not Eligible,49.519999999999996
6.23,4,5,2,8,7,2,3,0,4,MECH,0,Not Eligible,57.96000000000001
5.8,0,4,0,1,7,9,0,1,5,CSE,0,Not Eligible,58.1
5.93,3,7,1,5,7,6,6,1,8,CSE,1,Tier 3,76.86
6.43,0,4,1,8,9,5,6,1,1,AI&DS,1,Tier 2,79.86
5.87,1,1,2,3,3,4,0,1,1,CIVIL,0,Not Eligible,41.74
9.48,4,5,0,10,8,2,5,1,10,CIVIL,0,Not Eligible,71.96000000000001
5.4,1,0,1,5,9,3,2,0,4,MECH,0,Not Eligible,48.3
7.62,4,4,0,6,2,10,6,0,10,CSE,0,Not Eligible,65.24000000000001
7.05,4,5,1,0,6,10,0,1,3,AI&DS,0,Not Eligible,52.099999999999994
9.91,2,6,2,4,5,0,5,0,5,ECE,0,Not Eligible,68.32
5.56,1,1,0,3,8,8,3,0,10,ISE,0,Not Eligible,59.62
6.99,1,0,0,9,3,4,7,1,8,ISE,0,Not Eligible,64.98
9.85,2,5,2,1,3,1,6,1,1,ISE,0,Not Eligible,62.2
9.33,3,2,1,1,5,10,3,0,5,CIVIL,0,Not Eligible,55.66
9.09,1,4,1,1,7,8,0,0,5,CSE,0,Not Eligible,62.18000000000001
6.29,0,1,0,6,2,6,6,1,2,CSE,0,Not Eligible,57.58
5.85,2,0,2,10,10,7,2,1,5,ECE,0,Not Eligible,72.2
8.34,1,0,0,10,7,2,5,1,8,CIVIL,0,Not Eligible,65.18
9.65,3,3,0,3,7,6,3,0,10,ECE,0,Not Eligible,60.3
7.78,1,9,1,5,6,10,5,1,7,CSE,1,Tier 2,92.06
7.86,4,1,1,6,6,0,2,0,2,ISE,0,Not Eligible,39.72
6.4,0,0,1,8,4,5,3,1,6,CIVIL,0,Not Eligible,60.3
8.85,2,5,1,10,1,9,5,1,10,CIVIL,1,Tier 2,81.7
5.94,4,3,1,1,1,5,7,0,1,CIVIL,0,Not Eligible,38.38
6.62,3,9,2,9,9,10,2,1,10,AI&DS,1,Tier 2,95.0
